Make,Model,Type,Origin,DriveTrain,MSRP ($),Invoice ($),EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length
Mercedes-Benz,C320 4dr,Sedan,Europe,All,38830.0,36162.0,3.2,6.0,215.0,22.0,27.0,3450.0,107.0,178.0
Mercedes-Benz,C32 AMG 4dr,Sedan,Europe,Rear,52120.0,48522.0,3.2,6.0,349.0,19.0,21.0,3540.0,107.0,178.0
Mercedes-Benz,CLK320 coupe 2dr (convertible),Sedan,Europe,Rear,45707.0,41966.0,3.2,6.0,215.0,23.0,26.0,3770.0,107.0,183.0
Mercedes-Benz,CLK500 coupe 2dr (convertible),Sedan,Europe,Rear,52800.0,49104.0,5.0,8.0,302.0,20.0,22.0,3585.0,107.0,183.0
Mercedes-Benz,E320 4dr,Sedan,Europe,Rear,48170.0,44849.0,3.2,6.0,221.0,22.0,27.0,3635.0,112.0,190.0
Mercedes-Benz,E500 4dr,Sedan,Europe,Rear,57270.0,53382.0,5.0,8.0,302.0,19.0,20.0,3815.0,112.0,190.0
Mercedes-Benz,SLK230 convertible 2dr,Sports,Europe,Rear,40320.0,37548.0,2.3,4.0,192.0,24.0,29.0,3055.0,95.0,158.0
Mercedes-Benz,SLK32 AMG 2dr,Sports,Europe,Rear,56170.0,52289.0,3.2,6.0,349.0,20.0,22.0,3220.0,95.0,158.0
Mercedes-Benz,C240,Wagon,Europe,Rear,33780.0,31466.0,2.6,6.0,168.0,22.0,25.0,3470.0,107.0,179.0
Mercedes-Benz,E320,Wagon,Europe,Rear,50670.0,47174.0,3.2,6.0,221.0,22.0,27.0,3966.0,112.0,190.0
Mercury,Sable GS 4dr,Sedan,USA,Front,21595.0,19848.0,3.0,6.0,155.0,23.0,27.0,3308.0,109.0,200.0
Mercury,Sable LS Premium 4dr,Sedan,USA,Front,23895.0,21918.0,3.0,6.0,201.0,22.0,26.0,3315.0,109.0,200.0
Mercury,Sable GS,Wagon,USA,Front,22595.0,20748.0,3.0,6.0,155.0,22.0,26.0,3488.0,109.0,198.0
Mitsubishi,Outlander LS,SUV,Asia,Front,18892.0,17569.0,2.4,4.0,160.0,24.0,27.0,3240.0,103.0,179.0
Mitsubishi,Lancer ES 4dr,Sedan,Asia,Front,14622.0,13751.0,2.0,4.0,120.0,28.0,31.0,2656.0,102.0,181.0
Mitsubishi,Lancer LS 4dr,Sedan,Asia,Front,16722.0,15718.0,2.0,4.0,120.0,28.0,31.0,2795.0,102.0,181.0
Mitsubishi,Galant ES 2.4L 4dr,Sedan,Asia,Front,19312.0,17957.0,2.4,4.0,160.0,26.0,30.0,3351.0,108.0,191.0
Mitsubishi,Lancer OZ Rally 4dr auto,Sedan,Asia,Front,17232.0,16196.0,2.0,4.0,120.0,28.0,31.0,2744.0,102.0,181.0
Mitsubishi,Diamante LS 4dr,Sedan,Asia,Front,29282.0,27250.0,3.5,6.0,205.0,21.0,25.0,3549.0,107.0,194.0
Mitsubishi,Galant GTS 4dr,Sedan,Asia,Front,25700.0,23883.0,3.8,6.0,230.0,21.0,26.0,3649.0,108.0,191.0
Mitsubishi,Eclipse GTS 2dr,Sports,Asia,Front,25092.0,23456.0,3.0,6.0,210.0,24.0,28.0,3241.0,101.0,177.0
Mitsubishi,Eclipse Spyder GT convertible 2dr,Sports,Asia,Front,26992.0,25218.0,3.0,6.0,210.0,24.0,28.0,3296.0,101.0,177.0
Mitsubishi,Lancer Evolution 4dr,Sports,Asia,Front,29562.0,27466.0,2.0,4.0,271.0,21.0,26.0,3263.0,103.0,179.0
Mitsubishi,Lancer Sportback LS,Wagon,Asia,Front,17495.0,16295.0,2.4,4.0,160.0,28.0,31.0,3020.0,102.0,181.0
Nissan,Pathfinder SE,SUV,Asia,Front,27339.0,25972.0,3.5,6.0,240.0,19.0,21.0,3871.0,106.0,183.0
Nissan,Xterra XE V6,SUV,Asia,Front,20939.0,19512.0,3.3,6.0,180.0,20.0,20.0,3760.0,104.0,178.0
Nissan,Sentra 1.8 4dr,Sedan,Asia,Front,12740.0,12205.0,1.8,4.0,126.0,31.0,35.0,2513.0,100.0,178.0
Nissan,Sentra 1.8 S 4dr,Sedan,Asia,Front,14740.0,13747.0,1.8,4.0,126.0,31.0,35.0,2581.0,100.0,178.0
Nissan,Altima S 4dr,Sedan,Asia,Front,19240.0,18030.0,2.5,4.0,175.0,24.0,26.0,3039.0,110.0,192.0
Nissan,Sentra SE-R 4dr,Sedan,Asia,Front,17640.0,16444.0,2.5,4.0,165.0,26.0,28.0,2761.0,100.0,178.0
Nissan,Altima SE 4dr,Sedan,Asia,Front,23290.0,21580.0,3.5,6.0,245.0,24.0,26.0,3197.0,110.0,192.0
Nissan,Maxima SE 4dr,Sedan,Asia,Front,27490.0,25182.0,3.5,6.0,265.0,23.0,28.0,3473.0,111.0,194.0
Nissan,Maxima SL 4dr,Sedan,Asia,Front,29440.0,26966.0,3.5,6.0,265.0,23.0,28.0,3476.0,111.0,194.0
Nissan,350Z coupe 2dr,Sports,Asia,Rear,26910.0,25203.0,3.5,6.0,287.0,23.0,26.0,3188.0,104.0,169.0
Nissan,350Z Enthusiast convertible 2dr,Sports,Asia,Rear,34390.0,31845.0,3.5,6.0,287.0,23.0,26.0,3428.0,104.0,169.0
Nissan,Frontier King Cab XE V6,Truck,Asia,All,19479.0,18253.0,3.3,6.0,180.0,20.0,20.0,3932.0,116.0,191.0
Nissan,Murano SL,Wagon,Asia,Rear,28739.0,27300.0,3.5,6.0,245.0,23.0,25.0,3801.0,111.0,188.0
Oldsmobile,Alero GX 2dr,Sedan,USA,Front,18825.0,17642.0,2.2,4.0,140.0,27.0,32.0,2946.0,107.0,187.0
Oldsmobile,Alero GLS 2dr,Sedan,USA,Front,23675.0,21485.0,3.4,6.0,170.0,23.0,29.0,3085.0,107.0,187.0
Oldsmobile,Silhouette GL,Sedan,USA,Front,28790.0,26120.0,3.4,6.0,185.0,22.0,26.0,3948.0,120.0,201.0
Pontiac,Aztekt,SUV,USA,Front,21595.0,19810.0,3.4,6.0,185.0,22.0,26.0,3779.0,108.0,182.0
Pontiac,Sunfire 1SA 2dr,Sedan,USA,Front,15495.0,14375.0,2.2,4.0,140.0,27.0,33.0,2771.0,104.0,182.0
Pontiac,Grand Am GT 2dr,Sedan,USA,Front,22450.0,20595.0,3.4,6.0,175.0,23.0,29.0,3118.0,107.0,186.0
Pontiac,Grand Prix GT1 4dr,Sedan,USA,Front,22395.0,20545.0,3.8,6.0,200.0,23.0,30.0,3477.0,111.0,198.0
Pontiac,Sunfire 1SC 2dr,Sedan,USA,Front,17735.0,16369.0,2.2,4.0,140.0,27.0,33.0,2771.0,104.0,182.0
Pontiac,Grand Prix GT2 4dr,Sedan,USA,Front,24295.0,22284.0,3.8,6.0,200.0,23.0,30.0,3484.0,111.0,198.0
Pontiac,Bonneville GXP 4dr,Sedan,USA,Front,35995.0,32997.0,4.6,8.0,275.0,20.0,20.0,3790.0,112.0,203.0
Pontiac,Montana,Sedan,USA,Front,23845.0,21644.0,3.4,6.0,185.0,22.0,26.0,3803.0,112.0,187.0
Pontiac,GTO 2dr,Sports,USA,Rear,33500.0,30710.0,5.7,8.0,340.0,19.0,20.0,3725.0,110.0,190.0
Pontiac,Vibe,Wagon,USA,Rear,17045.0,15973.0,1.8,4.0,130.0,32.0,36.0,2701.0,102.0,172.0
Porsche,911 Carrera convertible 2dr (coupe),Sports,Europe,Rear,79165.0,69229.0,3.6,6.0,315.0,21.0,26.0,3135.0,93.0,175.0
Porsche,911 Carrera 4S coupe 2dr (convert),Sports,Europe,All,84165.0,72206.0,3.6,6.0,315.0,20.0,24.0,3240.0,93.0,175.0
Porsche,911 Targa coupe 2dr,Sports,Europe,Rear,76765.0,67128.0,3.6,6.0,315.0,21.0,26.0,3119.0,93.0,175.0
Porsche,911 GT2 2dr,Sports,Europe,Rear,192465.0,173560.0,3.6,6.0,477.0,20.0,24.0,3131.0,93.0,175.0
Porsche,Boxster convertible 2dr,Sports,Europe,Rear,43365.0,37886.0,2.7,6.0,228.0,23.0,29.0,2811.0,95.0,170.0
Porsche,Boxster S convertible 2dr,Sports,Europe,Rear,52365.0,45766.0,3.2,6.0,258.0,21.0,26.0,2911.0,95.0,170.0
Saab,9-3 Arc Sport 4dr,Sedan,Europe,Front,30860.0,29269.0,2.0,4.0,210.0,23.0,28.0,3175.0,105.0,183.0
Saab,9-3 Aero 4dr,Sedan,Europe,Front,33360.0,31562.0,2.0,4.0,210.0,23.0,28.0,3175.0,105.0,183.0
Saab,9-5 Arc 4dr,Sedan,Europe,Front,35105.0,33011.0,2.3,4.0,220.0,24.0,29.0,3470.0,106.0,190.0
Saab,9-5 Aero 4dr,Sedan,Europe,Front,39465.0,37721.0,2.3,4.0,250.0,24.0,29.0,3470.0,106.0,190.0
Saab,9-3 Arc convertible 2dr,Sedan,Europe,Front,40670.0,38520.0,2.0,4.0,210.0,24.0,29.0,3480.0,105.0,182.0
Saab,9-3 Aero convertible 2dr,Sedan,Europe,Front,43175.0,40883.0,2.0,4.0,210.0,24.0,30.0,3700.0,105.0,182.0
Saab,9-5 Aero,Wagon,Europe,Front,40845.0,38376.0,2.3,4.0,250.0,22.0,29.0,3620.0,106.0,190.0
Saturn,VUE,SUV,USA,All,20585.0,19238.0,2.2,4.0,143.0,24.0,26.0,3381.0,107.0,181.0
Saturn,Ion1 4dr,Sedan,USA,Front,10995.0,10319.0,2.2,4.0,140.0,29.0,35.0,2692.0,103.0,185.0
Saturn,lon2 4dr,Sedan,USA,Front,14300.0,13393.0,2.2,4.0,140.0,29.0,35.0,2692.0,103.0,185.0
Saturn,lon3 4dr,Sedan,USA,Front,15825.0,14811.0,2.2,4.0,140.0,29.0,35.0,2692.0,103.0,185.0
Saturn,lon2 quad coupe 2dr,Sedan,USA,Front,14850.0,13904.0,2.2,4.0,140.0,29.0,35.0,2751.0,103.0,185.0
Saturn,lon3 quad coupe 2dr,Sedan,USA,Front,16350.0,15299.0,2.2,4.0,140.0,29.0,35.0,2751.0,103.0,185.0
Saturn,L300-2 4dr,Sedan,USA,Front,21410.0,19801.0,3.0,6.0,182.0,23.0,28.0,3197.0,107.0,190.0
Saturn,L300 2,Wagon,USA,Front,23560.0,21779.0,2.2,4.0,140.0,27.0,34.0,3109.0,107.0,190.0
Scion,xA 4dr hatch,Sedan,Asia,Front,12965.0,12340.0,1.5,4.0,108.0,35.0,38.0,2340.0,93.0,154.0
Scion,xB,Wagon,Asia,Front,14165.0,13480.0,1.5,4.0,108.0,34.0,35.0,2425.0,98.0,155.0
Subaru,Impreza 2.5 RS 4dr,Sedan,Asia,All,19945.0,18399.0,2.5,4.0,165.0,25.0,28.0,2965.0,99.0,174.0
Subaru,Legacy L 4dr,Sedan,Asia,All,20445.0,18713.0,2.5,4.0,165.0,24.0,28.0,3285.0,104.0,184.0
Subaru,Legacy GT 4dr,Sedan,Asia,All,25645.0,23336.0,2.5,4.0,165.0,24.0,28.0,3395.0,104.0,184.0
Subaru,Outback Limited Sedan 4dr,Sedan,Asia,All,27145.0,24687.0,2.5,4.0,165.0,23.0,27.0,3495.0,104.0,184.0
Subaru,Outback H6 4dr,Sedan,Asia,All,29345.0,26660.0,3.0,6.0,212.0,22.0,26.0,3610.0,104.0,184.0
Subaru,Outback H-6 VDC 4dr,Sedan,Asia,All,31545.0,28603.0,3.0,6.0,212.0,22.0,26.0,3630.0,104.0,184.0
Subaru,Impreza WRX 4dr,Sports,Asia,All,25045.0,23022.0,2.0,4.0,227.0,23.0,27.0,3085.0,99.0,174.0
Subaru,Impreza WRX STi 4dr,Sports,Asia,All,31545.0,29130.0,2.5,4.0,300.0,21.0,24.0,3263.0,100.0,174.0
Subaru,Baja,Truck,Asia,All,24520.0,22304.0,2.5,4.0,165.0,24.0,28.0,3485.0,104.0,193.0
Subaru,Forester X,Wagon,Asia,All,21445.0,19646.0,2.5,4.0,165.0,24.0,28.0,3090.0,99.0,175.0
Subaru,Outback,Wagon,Asia,All,23895.0,21773.0,2.5,4.0,165.0,24.0,28.0,3430.0,104.0,187.0
Suzuki,XL-7 EX,SUV,Asia,Front,23699.0,22307.0,2.7,6.0,185.0,21.0,22.0,3682.0,110.0,187.0
Suzuki,Vitara LX,SUV,Asia,All,17163.0,16949.0,2.5,6.0,165.0,22.0,22.0,3020.0,98.0,163.0
Suzuki,Aeno S 4dr,Sedan,Asia,Front,12884.0,12719.0,2.3,4.0,155.0,28.0,31.0,2676.0,98.0,171.0
Suzuki,Aerio LX 4dr,Sedan,Asia,Front,14500.0,14317.0,2.3,4.0,155.0,28.0,31.0,2676.0,98.0,171.0
Suzuki,Forenza S 4dr,Sedan,Asia,Front,12269.0,12116.0,2.0,4.0,119.0,27.0,31.0,2701.0,102.0,177.0
Suzuki,Forenza EX 4dr,Sedan,Asia,Front,15568.0,15378.0,2.0,4.0,119.0,25.0,30.0,2756.0,102.0,177.0
Suzuki,Verona LX 4dr,Sedan,Asia,Front,17262.0,17053.0,2.5,6.0,155.0,23.0,27.0,3380.0,106.0,188.0
Suzuki,Aerio SX,Wagon,Asia,All,16497.0,16291.0,2.3,4.0,155.0,27.0,29.0,2932.0,98.0,167.0
Toyota,Prius 4dr (gas/electric),Hybrid,Asia,Front,20510.0,18926.0,1.5,4.0,110.0,62.0,51.0,2890.0,106.0,175.0
Toyota,Highlander V6,SUV,Asia,All,27930.0,24915.0,3.3,6.0,230.0,21.0,24.0,3935.0,107.0,185.0
Toyota,RAV4,SUV,Asia,All,20290.0,18553.0,2.4,4.0,161.0,25.0,27.0,3119.0,98.0,167.0
Toyota,Corolla CE 4dr,Sedan,Asia,Front,14085.0,13065.0,1.8,4.0,130.0,35.0,40.0,2502.0,102.0,178.0
Toyota,Corolla S 4dr,Sedan,Asia,Front,15030.0,13650.0,1.8,4.0,130.0,35.0,40.0,2524.0,102.0,178.0
Toyota,Corolla LE 4dr,Sedan,Asia,Front,15295.0,13889.0,1.8,4.0,130.0,35.0,40.0,2524.0,102.0,178.0
Toyota,Echo 2dr manual,Sedan,Asia,Front,10760.0,10144.0,1.5,4.0,108.0,38.0,43.0,2035.0,93.0,163.0
Toyota,Echo 2dr auto,Sedan,Asia,Front,11560.0,10896.0,1.5,4.0,108.0,36.0,39.0,2085.0,93.0,163.0
Toyota,Echo 4dr,Sedan,Asia,Front,11290.0,10642.0,1.5,4.0,108.0,38.0,43.0,2055.0,93.0,163.0
Toyota,Camry LE 4dr,Sedan,Asia,Front,19560.0,17558.0,2.4,4.0,157.0,27.0,33.0,3086.0,107.0,189.0
Toyota,Camry LE V6 4dr,Sedan,Asia,Front,22775.0,20325.0,3.0,6.0,210.0,24.0,29.0,3296.0,107.0,189.0
Toyota,Camry Solara SE 2dr,Sedan,Asia,Front,19635.0,17722.0,2.4,4.0,157.0,27.0,33.0,3175.0,107.0,193.0
Toyota,Camry Solara SE V6 2dr,Sedan,Asia,Front,21965.0,19819.0,3.3,6.0,225.0,23.0,29.0,3417.0,107.0,193.0
Toyota,Avalon XL 4dr,Sedan,Asia,Front,26560.0,23693.0,3.0,6.0,210.0,24.0,29.0,3417.0,107.0,192.0
Toyota,Camry XLE V6 4dr,Sedan,Asia,Front,25920.0,23125.0,3.0,6.0,210.0,24.0,29.0,3362.0,107.0,189.0
Toyota,Camry Solara SLE V6 2dr,Sedan,Asia,Front,26510.0,23908.0,3.3,6.0,225.0,23.0,29.0,3439.0,107.0,193.0
Toyota,Avalon XLS 4dr,Sedan,Asia,Front,30920.0,27271.0,3.0,6.0,210.0,24.0,29.0,3439.0,107.0,192.0
Toyota,Celica GT-S 2dr,Sports,Asia,Front,22570.0,20363.0,1.8,4.0,180.0,27.0,33.0,2500.0,102.0,171.0
Toyota,MR2 Spyder convertible 2dr,Sports,Asia,Rear,25130.0,22787.0,1.8,4.0,138.0,29.0,32.0,2195.0,97.0,153.0
Toyota,Tacoma,Truck,Asia,Rear,12800.0,11879.0,2.4,4.0,142.0,25.0,27.0,2750.0,103.0,191.0
Toyota,Tundra Regular Cab V6,Truck,Asia,Rear,16495.0,14978.0,3.4,6.0,190.0,19.0,18.0,3925.0,128.0,218.0
Toyota,Matrix XR,Wagon,Asia,Front,16695.0,15156.0,1.8,4.0,130.0,32.0,36.0,2679.0,102.0,171.0
Volkswagen,Golf GLS 4dr,Sedan,Europe,Front,18715.0,17478.0,2.0,4.0,115.0,27.0,31.0,2897.0,99.0,165.0
Volkswagen,GTI 1.8T 2dr hatch,Sedan,Europe,Front,19825.0,18109.0,1.8,4.0,180.0,27.0,31.0,2934.0,99.0,168.0
Volkswagen,Jetta GLS TDI 4dr,Sedan,Europe,Front,21055.0,19638.0,1.9,4.0,100.0,41.0,46.0,3003.0,99.0,172.0
Volkswagen,New Beetle GLS 1.8T 2dr,Sedan,Europe,Front,21055.0,19638.0,1.8,4.0,150.0,27.0,31.0,2820.0,99.0,161.0
Volkswagen,Jetta GLI VR6 4dr,Sedan,Europe,Front,23785.0,21686.0,2.8,6.0,200.0,24.0,30.0,3179.0,99.0,172.0
Volkswagen,New Beetle GLS convertible 2dr,Sedan,Europe,Front,23215.0,21689.0,2.0,4.0,115.0,27.0,30.0,3082.0,99.0,161.0
Volkswagen,Passat GLS 4dr,Sedan,Europe,Front,23955.0,21898.0,1.8,4.0,170.0,25.0,31.0,3241.0,106.0,185.0
Volkswagen,Passat GLX V6 4MOTION 4dr,Sedan,Europe,Front,33180.0,30583.0,2.8,6.0,190.0,22.0,26.0,3721.0,106.0,185.0
Volkswagen,Passat W8 4MOTION 4dr,Sedan,Europe,Front,39235.0,36052.0,4.0,8.0,270.0,21.0,25.0,3953.0,106.0,185.0
Volkswagen,Jetta GL,Wagon,Europe,Front,19005.0,17427.0,2.0,4.0,115.0,27.0,30.0,3034.0,99.0,174.0
Volkswagen,Passat GLS 1.8T,Wagon,Europe,Front,24955.0,22801.0,1.8,4.0,170.0,25.0,31.0,3338.0,106.0,184.0
Volvo,S40 4dr,Sedan,Europe,Front,25135.0,23701.0,1.9,4.0,170.0,25.0,29.0,2767.0,101.0,178.0
Volvo,S60 2.5 4dr,Sedan,Europe,All,31745.0,29916.0,2.5,5.0,208.0,23.0,27.0,3903.0,107.0,180.0
Volvo,S60 T5 4dr,Sedan,Europe,Front,34845.0,32902.0,2.3,5.0,247.0,23.0,28.0,3766.0,107.0,180.0
Volvo,S60 R 4dr,Sedan,Europe,All,37560.0,35382.0,2.5,5.0,300.0,21.0,25.0,3571.0,107.0,181.0
Volvo,S80 2.9 4dr,Sedan,Europe,Front,37730.0,35542.0,2.9,6.0,208.0,23.0,28.0,3576.0,110.0,190.0
Volvo,S80 2.5T 4dr,Sedan,Europe,All,37885.0,35688.0,2.5,5.0,194.0,23.0,27.0,3691.0,110.0,190.0
Volvo,C70 LPT convertible 2dr,Sedan,Europe,Front,40565.0,38203.0,2.4,5.0,197.0,24.0,28.0,3450.0,105.0,186.0
Volvo,C70 HPT convertible 2dr,Sedan,Europe,Front,42565.0,40083.0,2.3,5.0,242.0,23.0,26.0,3450.0,105.0,186.0
Volvo,S80 T6 4dr,Sedan,Europe,Front,45210.0,42573.0,2.9,6.0,268.0,22.0,26.0,3653.0,110.0,190.0
Volvo,V40,Wagon,Europe,Front,26135.0,24641.0,1.9,4.0,170.0,25.0,29.0,2822.0,101.0,180.0
Volvo,XC70,Wagon,Europe,All,35145.0,33112.0,2.5,5.0,208.0,23.0,27.0,3823.0,109.0,186.0
